Format Version,1.23,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,Type,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker,Bone Marker
2576,21.467,,,,98.634438,1474.128296,1093.193848,-20.880924,1444.840332,1353.288696,-44.716976,1551.283813,1533.401489,155.958389,923.507324,943.613403,97.13533,1085.927734,1013.019897
2577,21.475,,,,98.150757,1473.849609,1093.944458,-21.143648,1441.733154,1354.182007,-45.044018,1546.522217,1537.026001,155.989517,923.510254,943.551392,96.958214,1085.6427,1012.875916
2578,21.483,,,,97.657524,1473.607178,1094.679688,-21.296404,1439.042847,1355.091797,-46.004257,1541.486938,1540.064575,155.989105,923.511414,943.484009,96.44841,1085.394775,1012.757629
2579,21.492,,,,97.111588,1473.350952,1095.380127,-21.088829,1436.556519,1355.71814,-46.160286,1536.893066,1543.070679,155.941025,923.590942,943.432129,96.676369,1085.159424,1012.668396
2580,21.5,,,,96.582581,1473.183228,1096.00415,-21.302025,1433.657349,1356.571289,-46.500057,1532.115845,1545.717407,155.929413,923.619934,943.385315,96.601807,1084.983154,1012.543213
2581,21.508,,,,96.213089,1473.039795,1096.682129,-21.835951,1430.850342,1357.509644,-47.118351,1527.272949,1548.498169,155.887177,923.642517,943.30957,96.208679,1084.838745,1012.387268
2582,21.517,,,,95.856522,1472.827881,1097.222168,-22.112984,1428.038696,1358.414551,-47.016418,1522.671387,1550.800659,155.908295,923.539001,943.278015,96.389168,1084.711182,1012.381531
2583,21.525,,,,95.446007,1472.634399,1097.702515,-22.183409,1425.53772,1358.802124,-48.843391,1518.104614,1559.725952,155.880966,923.522827,943.219543,96.093468,1084.615845,1012.32959
2584,21.533,,,,95.045288,1472.397461,1098.208618,-22.043957,1422.950684,1359.233643,-48.872578,1513.782471,1560.560547,155.768234,923.667847,943.145203,96.139114,1084.416382,1012.30072
2585,21.542,,,,94.673058,1472.229858,1098.71167,-22.649324,1420.291138,1360.06604,-48.708923,1509.246826,1562.205688,155.756027,923.545776,943.110657,95.752129,1084.410522,1012.241272
2586,21.55,,,,94.24144,1472.015869,1099.256836,-23.331882,1417.572388,1360.765869,-48.551697,1504.825195,1563.722412,155.695053,923.667908,943.063354,95.24308,1084.470703,1012.203125
2587,21.558,,,,93.81266,1471.805176,1099.813599,-24.11384,1415.023926,1361.858887,-48.311035,1500.518188,1564.774048,155.660278,923.579041,943.026306,95.456635,1084.288574,1012.242065
2588,21.567,,,,93.52343,1471.609985,1100.35144,-22.948776,1412.694824,1361.636475,-48.110405,1496.235474,1565.71875,155.621643,923.630798,942.961243,95.329903,1084.308716,1012.243896
2589,21.575,,,,93.199577,1471.343994,1100.860962,-23.90152,1410.340454,1362.521606,-47.802017,1491.861572,1567.119873,155.607986,923.601624,942.928223,95.326591,1084.19043,1012.21051
2590,21.583,,,,92.864624,1471.085083,1101.325928,-21.126801,1406.675537,1362.088257,-47.737419,1485.901245,1578.346069,155.554962,923.59314,942.877075,95.230087,1084.14209,1012.115112
2591,21.592,,,,92.516228,1470.803345,1101.806519,-21.137766,1404.218262,1362.674438,-47.056137,1481.294312,1581.923706,155.47554,923.555481,942.822998,94.909836,1084.069946,1011.897095
2592,21.6,,,,92.141968,1470.441162,1102.274658,-21.14567,1401.661621,1363.139893,-46.730637,1476.814209,1583.086792,155.465225,923.656433,942.772034,94.872787,1084.023682,1011.807922
2593,21.608,,,,91.820435,1470.141846,1102.633301,-20.812212,1399.575562,1363.198853,-46.493916,1472.508423,1584.239136,155.445709,923.568359,942.723938,94.503128,1084.052734,1011.661072
2594,21.617,,,,91.587349,1469.812988,1103.020142,-20.816408,1397.052002,1363.429199,-46.238041,1468.312378,1585.291504,155.448792,923.536499,942.651978,94.34623,1083.998413,1011.451355
2595,21.625,,,,91.283638,1469.444824,1103.433105,-20.602003,1394.589844,1364.001953,-46.002026,1464.302734,1586.281616,155.448593,923.532043,942.598328,94.074547,1084.000977,1011.318665
2596,21.633,,,,90.87886,1469.102051,1103.910889,-20.548174,1392.221313,1364.641846,-45.687248,1460.356323,1587.274048,155.447342,923.531311,942.550781,94.681381,1083.708374,1011.276123
2597,21.642,,,,90.540741,1468.703613,1104.448364,-20.495022,1389.769653,1364.936646,-45.30706,1456.453979,1588.262573,155.398911,923.553284,942.477722,94.204094,1083.837402,1011.085266
2598,21.65,,,,90.112648,1468.380493,1104.974365,-20.383955,1387.493774,1365.299561,-45.035217,1452.64209,1589.157837,155.445953,923.501343,942.446106,94.448837,1083.726929,1011.022217
2599,21.658,,,,89.795998,1468.073853,1105.357788,-20.101143,1385.561401,1365.641113,-44.609985,1448.934448,1589.946289,155.431519,923.598267,942.369751,94.133438,1083.755615,1010.872131
2600,21.667,,,,89.497925,1467.745728,1105.769409,-19.844492,1383.328979,1365.709839,-44.233414,1445.307373,1590.791504,155.461014,923.559875,942.335754,94.070076,1083.651733,1010.615234
2601,21.675,,,,89.139931,1467.424927,1106.245117,-19.58189,1381.12854,1366.062744,-43.938118,1441.877319,1591.519043,155.410049,923.70813,942.276794,94.170883,1083.540283,1010.712524
2602,21.683,,,,88.795586,1467.052856,1106.647705,-19.48035,1379.165283,1366.49939,-43.311478,1438.274292,1592.204346,155.458679,923.636108,942.230774,94.144287,1083.465454,1010.576355
2603,21.692,,,,88.402069,1466.698975,1107.137939,-19.347521,1377.108032,1366.805542,-42.907223,1434.969482,1592.959717,155.447372,923.619751,942.183167,94.002258,1083.50061,1010.55719
2604,21.7,,,,88.105064,1466.400269,1107.570068,-19.186018,1375.073975,1367.041382,-42.552204,1431.806641,1593.605713,155.481644,923.529907,942.136963,93.852402,1083.42749,1010.353333
2605,21.708,,,,87.733711,1466.114136,1108.01001,-18.809721,1373.419678,1367.207764,-42.171864,1428.668457,1594.23877,155.515396,923.543274,942.093018,93.667969,1083.371582,1010.315186
2606,21.717,,,,87.557175,1465.58252,1108.379517,-18.48436,1371.69397,1367.453125,-41.552498,1425.744995,1594.776245,155.447235,923.694336,942.034607,93.533386,1083.298096,1010.160217
2607,21.725,,,,87.208298,1465.267944,1108.774658,-18.158865,1369.940186,1367.825928,-41.151695,1422.937622,1595.292847,155.490662,923.628235,942.018799,93.565392,1083.354004,1010.276794
2608,21.733,,,,86.881836,1464.997925,1109.126953,-17.921186,1368.059204,1368.168213,-40.832371,1419.927368,1595.855103,155.522079,923.565918,942.006958,93.660194,1083.223877,1010.224365
2609,21.742,,,,86.486809,1464.676514,1109.533325,-17.734749,1366.384399,1368.396118,-40.303822,1417.290039,1596.351196,155.526749,923.624939,941.980957,93.650497,1083.179443,1010.094971
2610,21.75,,,,86.139923,1464.398682,1109.844849,-17.562878,1364.907593,1368.950928,-39.868629,1414.815552,1596.882324,155.560577,923.55719,941.962891,93.865875,1083.066895,1010.061401
2611,21.758,,,,85.78978,1464.128906,1110.188477,-17.2635,1363.209106,1369.12793,-39.54948,1412.143433,1597.306396,155.555634,923.578369,941.960327,93.30909,1083.19519,1009.830383
2612,21.767,,,,85.387131,1463.848389,1110.603027,-17.053228,1361.778931,1369.357178,-39.076138,1409.766602,1597.775146,155.516357,923.577087,941.948914,93.427284,1083.125977,1009.944092
2613,21.775,,,,85.057426,1463.575073,1110.9198,-16.461554,1360.339722,1369.676025,-37.610554,1408.490356,1597.441895,155.510315,923.602051,941.932373,93.231743,1083.097778,1010.082031
2614,21.783,,,,84.697144,1463.272339,1111.280396,-16.009857,1359.234009,1369.674561,-36.826481,1406.719604,1597.536499,155.474396,923.553162,941.940247,93.115761,1082.947144,1009.983643
2615,21.792,,,,84.345863,1462.99939,1111.551514,-15.688924,1357.95105,1369.874146,-36.410774,1404.710938,1597.768799,155.429459,923.562744,941.939819,93.438103,1082.821777,1010.089172
2616,21.8,,,,83.97831,1462.756958,1111.856689,-15.324362,1356.570923,1370.1698,-35.812687,1402.433228,1598.536621,155.392746,923.560364,941.939453,93.341164,1082.775757,1010.093201
2617,21.808,,,,83.614647,1462.561035,1112.154053,-15.161087,1355.422119,1370.396851,-35.301376,1400.296509,1599.038818,155.344788,923.581482,941.948303,93.45591,1082.712036,1010.149475
2618,21.817,,,,83.252739,1462.412354,1112.458984,-14.576447,1354.000366,1370.426636,-34.5079,1398.314575,1599.605469,155.292236,923.528809,941.961853,93.374352,1082.673828,1010.165833
2619,21.825,,,,82.767448,1462.331299,1112.846191,-14.359585,1352.901978,1370.724854,-33.862061,1396.498169,1599.90564,155.276382,923.468384,941.989563,92.873085,1082.700073,1010.254028
2620,21.833,,,,83.320381,1461.83728,1112.603394,-14.168288,1351.644287,1370.856812,-32.783028,1395.037109,1601.108032,155.161972,923.549866,941.993835,93.257233,1082.504761,1010.377502
2621,21.842,,,,83.09494,1461.695923,1112.810425,-13.995366,1350.644775,1371.206421,-32.127136,1393.005005,1601.444336,155.188354,923.468262,942.033386,92.811501,1082.603271,1010.357849
2622,21.85,,,,82.874931,1461.441895,1113.044678,-13.851037,1349.648926,1371.395386,-31.463579,1391.429932,1602.24231,155.058014,923.484802,942.046265,93.050873,1082.401001,1010.316223
2623,21.858,,,,82.674927,1461.236694,1113.300903,-13.488605,1348.625977,1371.7229,-30.702377,1389.809937,1602.292114,155.009338,923.557068,942.073486,92.690628,1082.452637,1010.137939
2624,21.867,,,,82.255928,1461.275391,1114.309937,-13.297954,1347.73645,1371.923462,-30.21648,1388.183472,1602.939941,154.923004,923.519104,942.107178,92.652214,1082.421509,1010.203735
2625,21.875,,,,81.826019,1461.280029,1115.124268,-12.812019,1346.761353,1372.130859,-29.675425,1386.4729,1603.489624,154.905472,923.439209,942.15564,92.500336,1082.451416,1010.303711
2626,21.883,,,,80.906433,1461.612793,1116.024292,-12.482377,1345.950928,1372.157471,-29.192358,1384.85498,1603.675659,154.776962,923.434082,942.184326,92.372009,1082.354858,1010.278198
2627,21.892,,,,79.776871,1462.251953,1116.73645,-12.178886,1345.263306,1372.331177,-28.09618,1383.959595,1606.036377,154.717728,923.470398,942.218872,92.34668,1082.394287,1010.47229
2628,21.9,,,,79.448837,1462.332642,1117.034912,-11.974935,1344.324463,1372.424927,-27.654522,1382.48291,1606.699829,154.642746,923.387756,942.256104,92.039108,1082.285767,1010.227661
2629,21.908,,,,81.107506,1459.962036,1115.852295,-11.737185,1343.383789,1372.566895,-27.320885,1381.078369,1606.656494,154.575165,923.457458,942.274658,91.807968,1082.354004,1010.18396
2630,21.917,,,,80.750275,1459.795044,1116.05835,-11.587548,1342.718872,1372.727539,-26.953087,1379.956543,1607.147339,154.457733,923.423218,942.306213,92.090332,1082.068481,1010.376343
2631,21.925,,,,80.599556,1459.491211,1116.244019,-11.190993,1341.887451,1372.863525,-26.668371,1378.824219,1607.296387,154.427612,923.355347,942.353149,92.048843,1082.052368,1010.442139
2632,21.933,,,,80.353111,1459.349121,1116.50647,-11.063648,1341.223633,1373.032471,-26.378328,1377.784424,1607.404419,154.279037,923.42157,942.350037,92.051262,1082.049194,1010.522705
2633,21.942,,,,80.91954,1458.616699,1115.948364,-10.955826,1340.652466,1373.18811,-26.079922,1376.812256,1607.763062,154.204071,923.318604,942.387573,91.893219,1081.968262,1010.391235
2634,21.95,,,,80.757576,1458.538086,1116.133301,-10.873779,1340.145874,1373.269287,-25.819624,1375.982178,1608.264404,154.120865,923.333679,942.385803,91.837616,1081.836792,1010.321472
2635,21.958,,,,80.571358,1458.450684,1116.303467,-10.900044,1339.834961,1373.623779,-25.700596,1375.352783,1608.383789,154.0177,923.450745,942.39978,91.869576,1081.850586,1010.513062
2636,21.967,,,,80.441772,1458.389648,1116.429077,-10.790694,1339.218628,1373.486938,-25.547092,1374.629028,1608.629883,153.935226,923.352539,942.400391,91.698692,1081.924438,1010.555969
2637,21.975,,,,80.281731,1458.278931,1116.548828,-10.806297,1339.021851,1373.864624,-25.52647,1374.065674,1608.667603,153.926758,923.233154,942.422302,91.812096,1081.71936,1010.550049
2638,21.983,,,,80.123108,1458.187256,1116.703125,-10.854908,1338.638306,1373.951782,-25.477079,1373.555054,1608.905518,153.829895,923.263672,942.416992,91.563568,1081.796021,1010.471313
2639,21.992,,,,79.961296,1458.099243,1116.824829,-10.892793,1338.322388,1373.98938,-25.577806,1373.146973,1608.815186,153.796112,923.231628,942.394348,91.956177,1081.560913,1010.567444
2640,22,,,,79.803711,1458.020386,1116.932617,-10.95015,1338.165771,1374.207275,-25.579016,1372.86853,1608.913452,153.760498,923.21405,942.396729,91.749596,1081.539429,1010.424133
2641,22.008,,,,79.643494,1457.935059,1117.043579,-11.032095,1337.980469,1374.317627,-25.605806,1372.612915,1609.223633,153.699631,923.249756,942.36377,91.429581,1081.728149,1010.436523
2642,22.017,,,,79.483826,1457.878784,1117.14563,-11.151684,1337.908325,1374.514282,-25.678417,1372.489624,1609.352051,153.684219,923.169006,942.342102,91.65583,1081.661377,1010.671143
2643,22.025,,,,79.319763,1457.819946,1117.232666,-11.226915,1337.763428,1374.435669,-25.80159,1372.464844,1609.586792,153.593765,923.282776,942.306335,91.291199,1081.672852,1010.282166
2644,22.033,,,,79.097992,1457.704956,1117.331177,-11.364332,1337.80957,1374.628662,-25.955957,1372.437622,1609.644043,153.672211,923.118958,942.300415,91.545578,1081.603882,1010.565063
2645,22.042,,,,78.955147,1457.700195,1117.430054,-11.48704,1337.887085,1374.760254,-26.121347,1372.489746,1609.699097,153.650635,923.17688,942.261292,91.224983,1081.667725,1010.371338
2646,22.05,,,,78.807213,1457.667236,1117.484619,-11.625147,1337.854858,1374.713745,-26.277311,1372.59021,1609.874878,153.668564,923.222534,942.217224,91.561798,1081.53186,1010.641907
2647,22.058,,,,78.633995,1457.699585,1117.547119,-11.802516,1337.927979,1374.804077,-26.470114,1372.788696,1609.750244,153.720062,923.099609,942.201538,91.248688,1081.671387,1010.498657
2648,22.067,,,,78.506592,1457.730591,1117.607422,-11.998274,1337.95166,1374.802368,-26.630682,1373.004639,1609.821777,153.670944,923.238708,942.148865,91.676842,1081.408936,1010.555054
2649,22.075,,,,78.366577,1457.758911,1117.65918,-12.341166,1338.251465,1375.029541,-26.795588,1373.209839,1609.864502,153.758026,923.156067,942.141296,91.265678,1081.610352,1010.416626
2650,22.083,,,,78.265305,1457.780273,1117.689087,-12.510774,1338.326782,1375.03418,-27.004929,1373.455322,1609.908325,153.730362,923.319397,942.097656,91.467293,1081.590088,1010.696655
2651,22.092,,,,78.1633,1457.796997,1117.721313,-12.68901,1338.408569,1375.011108,-27.230068,1373.790894,1609.775391,153.732925,923.408081,942.076416,91.69664,1081.39978,1010.730042
2652,22.1,,,,78.078857,1457.848877,1117.778931,-12.818594,1338.584961,1375.076294,-27.479393,1374.016357,1609.974854,153.735428,923.297241,942.037781,91.321396,1081.582275,1010.5802
2653,22.108,,,,77.981346,1457.844604,1117.810547,-12.977578,1338.74231,1375.12085,-27.689245,1374.319336,1610.019165,153.754791,923.32428,942.017151,91.772102,1081.440063,1010.855896
2654,22.117,,,,77.923996,1457.847778,1117.843628,-13.109344,1338.960083,1375.220581,-27.878872,1374.657471,1610.0896,153.750946,923.276062,941.990967,91.539818,1081.575928,1010.924011
2655,22.125,,,,77.870522,1457.856812,1117.850708,-13.273211,1339.104004,1375.261841,-28.063076,1375.13208,1610.108521,153.734329,923.414917,941.953552,91.541183,1081.522583,1010.87262
2656,22.133,,,,77.835068,1457.859253,1117.868164,-13.416938,1339.245728,1375.181274,-28.254704,1375.500122,1610.137573,153.767944,923.481689,941.918335,91.589508,1081.42981,1010.774841
2657,22.142,,,,77.807671,1457.862305,1117.867554,-13.563186,1339.467041,1375.215698,-28.480669,1375.796509,1610.053589,153.818573,923.350708,941.903137,91.3769,1081.502808,1010.62262
2658,22.15,,,,77.788437,1457.857666,1117.88269,-13.694954,1339.684326,1375.186768,-28.720657,1376.122192,1609.60022,153.789886,923.354309,941.843506,91.562057,1081.382568,1010.706787
2659,22.158,,,,77.782478,1457.839722,1117.893677,-13.854868,1339.960693,1375.312744,-28.833954,1376.44873,1609.646118,153.869171,923.236267,941.834167,91.562317,1081.418213,1010.727173
2660,22.167,,,,77.770638,1457.838623,1117.902588,-14.061693,1340.099976,1375.220825,-28.879015,1376.769897,1610.083496,153.898575,923.194397,941.800964,91.767471,1081.358887,1010.735413
2661,22.175,,,,77.753624,1457.850586,1117.918335,-14.303666,1340.341553,1375.353149,-28.915279,1377.210083,1610.077026,153.830444,923.319763,941.722473,91.45742,1081.481934,1010.503662
2662,22.183,,,,77.678329,1457.794678,1117.914185,-14.649777,1340.449219,1375.232422,-28.853092,1377.677856,1610.088257,153.846817,923.27179,941.695374,91.460373,1081.467041,1010.518799
2663,22.192,,,,77.515373,1457.75354,1117.849121,-14.980583,1340.675537,1375.291138,-28.704342,1378.077515,1610.254395,153.870483,923.329041,941.678955,91.649696,1081.364868,1010.547607
2664,22.2,,,,77.420265,1457.710449,1117.804932,-15.374663,1341.015259,1375.340088,-28.470224,1378.460449,1610.46936,153.838272,923.281067,941.649048,91.52375,1081.436157,1010.557068
2665,22.208,,,,77.332924,1457.672852,1117.736694,-15.687639,1341.184448,1375.252197,-28.11878,1378.902466,1610.874023,153.865417,923.216003,941.619568,91.506454,1081.358276,1010.355103
2666,22.217,,,,77.149216,1458.207275,1118.433228,-15.949816,1341.444702,1375.264526,-27.739386,1379.311401,1610.971924,153.901337,923.167297,941.598511,91.443466,1081.348877,1010.202881
2667,22.225,,,,77.188843,1457.654541,1117.606812,-16.210661,1341.758179,1375.238403,-27.17285,1379.889282,1611.044678,153.918365,923.125732,941.576782,91.480904,1081.335327,1010.257629
2668,22.233,,,,77.128479,1457.96228,1118.007568,-16.535494,1342.154907,1375.283936,-26.633734,1380.528076,1610.893799,153.928268,923.314575,941.53833,91.582153,1081.179688,1010.102173
2669,22.242,,,,77.105156,1457.953613,1117.964722,-16.768124,1342.670776,1375.266113,-25.916645,1381.146606,1611.336426,153.906097,923.210693,941.491272,91.514572,1081.30896,1010.206604
2670,22.25,,,,77.090988,1457.896118,1117.849609,-17.121559,1343.200317,1375.196533,-25.055941,1381.783325,1611.81958,153.956207,923.118469,941.485229,91.871948,1081.24292,1010.39624
2671,22.258,,,,77.06369,1457.526855,1117.260986,-17.410526,1343.747925,1375.080688,-23.933218,1382.470459,1611.947754,154.010254,923.115173,941.452759,91.888588,1081.123413,1010.173096
2672,22.267,,,,77.042412,1457.474243,1117.113647,-17.716621,1344.349365,1375.099609,-22.912212,1382.860352,1612.006836,154.015167,923.037903,941.405823,91.720451,1081.265991,1010.124817
2673,22.275,,,,77.043747,1457.465088,1116.974365,-17.95546,1344.700073,1375.137329,-21.971836,1383.231445,1612.212158,154.042404,923.07782,941.345215,91.78418,1081.183105,1010.077454
